# ============================================================
# LOGS DE TRANSACOES FINANCEIRAS
# Periodo: 01/04/2026 a 25/05/2026
# Total de registros: 500
# Formato por linha:
# [AAAA-MM-DD HH:MM:SS] ID:<id> | TIPO:<tipo> | ORIGEM_NOME:<nome> | ORIGEM_DOC:<cpf_ou_cnpj> | DESTINO_NOME:<nome> | DESTINO_DOC:<cpf_ou_cnpj> | VALOR:R$ <valor> | BANCO_ORIGEM:<codigo> | BANCO_DESTINO:<codigo> | DISPOSITIVO:<dispositivo> | LOCALIZACAO:<cidade-UF> | DESCRICAO:<texto> | STATUS:<CONCLUIDA|FALHA>
# Observacao: campos podem aparecer vazios em alguns registros.
# ============================================================
[2026-04-01 02:32:39] ID:TRX00486 | TIPO:CARTAO_CREDITO_DIGITAL_MASTER | ORIGEM_NOME:Servicos GAMA SA | ORIGEM_DOC:86.826.866/0001-15 | DESTINO_NOME:MARKETPLACE OFFSHORE | DESTINO_DOC:95.479.235/0001-81 | VALOR:R$ 8.853,91 | BANCO_ORIGEM:001 | BANCO_DESTINO:380 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Curitiba-PR | DESCRICAO:Compra online | STATUS:CONCLUIDA
[2026-04-20 16:52:48] ID:TRX00297 | TIPO:DOC | ORIGEM_NOME:Thiago Rocha | ORIGEM_DOC:406.109.884-65 | DESTINO_NOME:Beatriz Lima | DESTINO_DOC:917.399.711-39 | VALOR:R$ 869,55 | BANCO_ORIGEM:336 | BANCO_DESTINO:341 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Natal-RN | DESCRICAO:Pagamento servico | STATUS:CONCLUIDA
[2026-04-21 02:57:24] ID:TRX00340 | TIPO:TED | ORIGEM_NOME:Mariana Costa | ORIGEM_DOC:224.811.980-45 | DESTINO_NOME:Rodrigo Teixeira | DESTINO_DOC:437.639.523-77 | VALOR:R$ 27.774,31 | BANCO_ORIGEM:237 | BANCO_DESTINO:212 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Cuiaba-MT | DESCRICAO:Transferencia urgente | STATUS:CONCLUIDA
[2026-04-21 08:41:31] ID:TRX00221 | TIPO:PAGAMENTO_BOLETO | ORIGEM_NOME:Renata Correia | ORIGEM_DOC:825.685.935-34 | DESTINO_NOME:Industria DELTA SA | DESTINO_DOC:53.843.830/0001-38 | VALOR:R$ 659,67 | BANCO_ORIGEM:323 | BANCO_DESTINO:323 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Rio de Janeiro-RJ | DESCRICAO:Pagamento academia | STATUS:CONCLUIDA
[2026-04-21 10:19:39] ID:TRX00444 | TIPO:PIX | ORIGEM_NOME:Ricardo Nunes | ORIGEM_DOC:198.878.178-94 | DESTINO_NOME:Loja EPSILON ME | DESTINO_DOC:76.885.604/0001-69 | VALOR:R$ 50.000,00 | BANCO_ORIGEM:237 | BANCO_DESTINO:260 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Natal-RN | DESCRICAO:Investimento | STATUS:CONCLUIDA
[2026-04-21 11:04:12] ID:TRX00190 | TIPO:DOC | ORIGEM_NOME:Renata Correia | ORIGEM_DOC:560.577.421-62 | DESTINO_NOME:Rodrigo Teixeira | DESTINO_DOC:223.648.466-36 | VALOR:R$ 1.953,14 | BANCO_ORIGEM:380 | BANCO_DESTINO:033 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Salvador-BA | DESCRICAO:Restaurante | STATUS:CONCLUIDA
[2026-04-21 14:36:24] ID:TRX00451 | TIPO:PIX | ORIGEM_NOME:Sabrina Andrade | ORIGEM_DOC:686.200.927-72 | DESTINO_NOME:Maria Souza | DESTINO_DOC:202.807.791-36 | VALOR:R$ 25.000,00 | BANCO_ORIGEM:290 | BANCO_DESTINO:336 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Teresina-PI | DESCRICAO:Investimento | STATUS:CONCLUIDA
[2026-04-21 17:20:09] ID:TRX00084 | TIPO:CARTAO_CREDITO_FISICO_MASTER | ORIGEM_NOME:Empresa ALFA LTDA | ORIGEM_DOC:17.460.619/0001-19 | DESTINO_NOME:Leticia Batista | DESTINO_DOC:417.572.562-14 | VALOR:R$ 184,69 | BANCO_ORIGEM:336 | BANCO_DESTINO:077 | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO:Recife-PE | DESCRICAO:Pagamento academia | STATUS:CONCLUIDA
[2026-04-21 20:45:41] ID:TRX00094 | TIPO:SAQUE | ORIGEM_NOME:Diego Araujo | ORIGEM_DOC:877.822.580-67 | DESTINO_NOME:Maria Souza | DESTINO_DOC:730.105.181-12 | VALOR:R$ 1.981,58 | BANCO_ORIGEM:104 | BANCO_DESTINO:001 | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO:Natal-RN | DESCRICAO:Compra supermercado | STATUS:CONCLUIDA
[2026-04-22 03:46:55] ID:TRX00347 | TIPO:PIX | ORIGEM_NOME:Beatriz Lima | ORIGEM_DOC:628.792.235-36 | DESTINO_NOME:Camila Ribeiro | DESTINO_DOC:841.137.570-59 | VALOR:R$ 42.529,82 | BANCO_ORIGEM:212 | BANCO_DESTINO:341 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Sao Paulo-SP | DESCRICAO:Transferencia urgente | STATUS:CONCLUIDA
[2026-04-22 07:32:14] ID:TRX00238 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Rodrigo Teixeira | ORIGEM_DOC:920.686.558-21 | DESTINO_NOME:Patricia Barbosa | DESTINO_DOC:977.610.557-50 | VALOR:R$ 1.613,64 | BANCO_ORIGEM:323 | BANCO_DESTINO:237 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Maceio-AL | DESCRICAO:Transferencia familiar | STATUS:CONCLUIDA
[2026-04-22 08:13:59] ID:TRX00140 | TIPO:TRANSFERENCIA_INTERNA | ORIGEM_NOME:Gustavo Freitas | ORIGEM_DOC:820.309.506-40 | DESTINO_NOME:Camila Ribeiro | DESTINO_DOC:665.429.894-46 | VALOR:R$ 2.405,76 | BANCO_ORIGEM:033 | BANCO_DESTINO:212 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Manaus-AM | DESCRICAO:Reembolso | STATUS:CONCLUIDA
[2026-04-22 10:01:34] ID:TRX00450 | TIPO:PIX | ORIGEM_NOME:Amanda Dias | ORIGEM_DOC:138.571.773-64 | DESTINO_NOME:Juliana Almeida | DESTINO_DOC:681.627.531-44 | VALOR:R$ 25.000,00 | BANCO_ORIGEM:001 | BANCO_DESTINO:212 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Natal-RN | DESCRICAO:Investimento | STATUS:CONCLUIDA
[2026-04-22 10:58:22] ID:TRX00088 | TIPO:PAGAMENTO_BOLETO | ORIGEM_NOME:Ricardo Nunes | ORIGEM_DOC:825.186.417-81 | DESTINO_NOME:Beatriz Lima | DESTINO_DOC:485.758.910-52 | VALOR:R$ 2.419,73 | BANCO_ORIGEM:212 | BANCO_DESTINO:077 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Brasilia-DF | DESCRICAO:Reembolso | STATUS:CONCLUIDA
[2026-04-22 13:11:31] ID:TRX00040 | TIPO:TRANSFERENCIA_INTERNA | ORIGEM_NOME:Servicos GAMA SA | ORIGEM_DOC:81.110.629/0001-34 | DESTINO_NOME:Felipe Castro | DESTINO_DOC:187.347.837-62 | VALOR:R$ 896,74 | BANCO_ORIGEM:260 | BANCO_DESTINO:290 | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO:Cuiaba-MT | DESCRICAO:Pagamento conta luz | STATUS:CONCLUIDA
[2026-04-22 14:17:48] ID:TRX00035 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Tatiane Reis | ORIGEM_DOC:458.329.765-18 | DESTINO_NOME:Rodrigo Teixeira | DESTINO_DOC:899.767.141-13 | VALOR:R$ 641,89 | BANCO_ORIGEM:033 | BANCO_DESTINO:336 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Joao Pessoa-PB | DESCRICAO:Pagamento mensalidade | STATUS:CONCLUIDA
[2026-04-22 14:54:47] ID:TRX00188 | TIPO:PAGAMENTO_BOLETO | ORIGEM_NOME:Loja EPSILON ME | ORIGEM_DOC:28.828.386/0001-21 | DESTINO_NOME:Joao Silva | DESTINO_DOC:144.337.965-76 | VALOR:R$ 273,31 | BANCO_ORIGEM:341 | BANCO_DESTINO:237 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Natal-RN | DESCRICAO:Pagamento mensalidade | STATUS:CONCLUIDA
[2026-04-22 22:59:48] ID:TRX00351 | TIPO:TRANSFERENCIA_INTERNA | ORIGEM_NOME:Leonardo Pinto | ORIGEM_DOC:932.921.815-69 | DESTINO_NOME:Amanda Dias | DESTINO_DOC:199.566.417-97 | VALOR:R$ 13.535,40 | BANCO_ORIGEM:077 | BANCO_DESTINO:212 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Natal-RN | DESCRICAO:Transferencia urgente | STATUS:CONCLUIDA
[2026-04-22 23:53:01] ID:TRX00345 | TIPO:TED | ORIGEM_NOME:Daniel Machado | ORIGEM_DOC:962.269.684-87 | DESTINO_NOME:Loja EPSILON ME | DESTINO_DOC:59.291.709/0001-24 | VALOR:R$ 34.313,46 | BANCO_ORIGEM:260 | BANCO_DESTINO:212 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Rio de Janeiro-RJ | DESCRICAO:Transferencia urgente | STATUS:CONCLUIDA
[2026-04-23 11:37:20] ID:TRX00070 | TIPO:PIX | ORIGEM_NOME:Rafael Ferreira | ORIGEM_DOC:216.863.165-70 | DESTINO_NOME:Joao Silva | DESTINO_DOC:559.896.470-75 | VALOR:R$ 448,00 | BANCO_ORIGEM:001 | BANCO_DESTINO:104 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Sao Luis-MA | DESCRICAO:Pagamento freelancer | STATUS:CONCLUIDA
[2026-04-23 11:42:21] ID:TRX00252 | TIPO:SAQUE | ORIGEM_NOME:Renata Correia | ORIGEM_DOC:943.870.764-11 | DESTINO_NOME:Mariana Costa | DESTINO_DOC:217.784.454-67 | VALOR:R$ 911,58 | BANCO_ORIGEM:237 | BANCO_DESTINO:380 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Natal-RN | DESCRICAO:Compra eletronicos | STATUS:CONCLUIDA
[2026-04-23 12:47:53] ID:TRX00217 | TIPO:TED | ORIGEM_NOME:Sabrina Andrade | ORIGEM_DOC:977.326.762-38 | DESTINO_NOME:Aline Ramos | DESTINO_DOC:793.311.375-93 | VALOR:R$ 723,40 | BANCO_ORIGEM:323 | BANCO_DESTINO:001 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Aracaju-SE | DESCRICAO:Combustivel | STATUS:CONCLUIDA
[2026-04-23 12:57:02] ID:TRX00306 | TIPO:CARTAO_CREDITO_FISICO_MASTER | ORIGEM_NOME:Maria Souza | ORIGEM_DOC:680.291.656-54 | DESTINO_NOME:Renata Correia | DESTINO_DOC:431.849.579-45 | VALOR:R$ 1.770,97 | BANCO_ORIGEM:341 | BANCO_DESTINO:260 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Natal-RN | DESCRICAO:Combustivel | STATUS:CONCLUIDA
[2026-04-23 13:04:32] ID:TRX00038 | TIPO:SAQUE | ORIGEM_NOME:Daniel Machado | ORIGEM_DOC:750.948.570-29 | DESTINO_NOME:Pedro Santos | DESTINO_DOC:545.280.851-76 | VALOR:R$ 46,44 | BANCO_ORIGEM:323 | BANCO_DESTINO:336 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Sao Luis-MA | DESCRICAO:Plano de saude | STATUS:CONCLUIDA
[2026-04-23 14:08:12] ID:TRX00166 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Leticia Batista | ORIGEM_DOC:525.827.960-66 | DESTINO_NOME:Ana Oliveira | DESTINO_DOC:600.271.184-82 | VALOR:R$ 2.410,12 | BANCO_ORIGEM:341 | BANCO_DESTINO:077 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Sao Luis-MA | DESCRICAO:Pagamento servico | STATUS:CONCLUIDA
[2026-04-23 15:39:09] ID:TRX00321 | TIPO:CARTAO_CREDITO_FISICO_MASTER | ORIGEM_NOME:Amanda Dias | ORIGEM_DOC:875.845.973-20 | DESTINO_NOME:Gabriel Martins | DESTINO_DOC:215.857.155-41 | VALOR:R$ 126,52 | BANCO_ORIGEM:237 | BANCO_DESTINO:237 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Belem-PA | DESCRICAO:Compra supermercado | STATUS:CONCLUIDA
[2026-04-23 16:12:36] ID:TRX00291 | TIPO:CARTAO_CREDITO_DIGITAL_MASTER | ORIGEM_NOME:Marcelo Vieira | ORIGEM_DOC:789.622.599-67 | DESTINO_NOME:Juliana Almeida | DESTINO_DOC:180.490.728-46 | VALOR:R$ 1.629,92 | BANCO_ORIGEM:341 | BANCO_DESTINO:104 | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO:Belem-PA | DESCRICAO:Mensalidade escolar | STATUS:CONCLUIDA
[2026-04-23 20:18:20] ID:TRX00448 | TIPO:PIX | ORIGEM_NOME:Leticia Batista | ORIGEM_DOC:128.704.146-26 | DESTINO_NOME:Loja EPSILON ME | DESTINO_DOC:56.457.928/0001-84 | VALOR:R$ 10.000,00 | BANCO_ORIGEM:001 | BANCO_DESTINO:077 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Goiania-GO | DESCRICAO:Investimento | STATUS:CONCLUIDA
[2026-04-24 09:37:37] ID:TRX00193 | TIPO:PAGAMENTO_BOLETO | ORIGEM_NOME:Bruno Carvalho | ORIGEM_DOC:928.231.194-52 | DESTINO_NOME:Marcelo Vieira | DESTINO_DOC:225.143.572-16 | VALOR:R$ 2.294,81 | BANCO_ORIGEM:033 | BANCO_DESTINO:001 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Fortaleza-CE | DESCRICAO:Transferencia familiar | STATUS:CONCLUIDA
[2026-04-24 10:11:59] ID:TRX00185 | TIPO:PIX | ORIGEM_NOME:Pedro Santos | ORIGEM_DOC:429.354.526-50 | DESTINO_NOME:Vanessa Marques | DESTINO_DOC:377.945.179-83 | VALOR:R$ 1.388,87 | BANCO_ORIGEM:212 | BANCO_DESTINO:212 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Sao Luis-MA | DESCRICAO:Farmacia | STATUS:CONCLUIDA
[2026-04-24 10:27:10] ID:TRX00424 | TIPO:CARTAO_CREDITO_FISICO_MASTER | ORIGEM_NOME:Industria DELTA SA | ORIGEM_DOC:70.810.937/0001-25 | DESTINO_NOME:COMERCIO MEGA | DESTINO_DOC:50.572.999/0001-98 | VALOR:R$ 346,01 | BANCO_ORIGEM:104 | BANCO_DESTINO:290 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Teresina-PI | DESCRICAO:Compra no estabelecimento | STATUS:CONCLUIDA
[2026-04-24 10:35:10] ID:TRX00425 | TIPO:CARTAO_CREDITO_FISICO_MASTER | ORIGEM_NOME:Industria DELTA SA | ORIGEM_DOC:70.810.937/0001-25 | DESTINO_NOME:COMERCIO ESTRELA | DESTINO_DOC:63.751.464/0001-16 | VALOR:R$ 1.063,45 | BANCO_ORIGEM:260 | BANCO_DESTINO:260 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Aracaju-SE | DESCRICAO:Compra no estabelecimento | STATUS:CONCLUIDA
[2026-04-24 11:33:26] ID:TRX00059 | TIPO:CARTAO_CREDITO_DIGITAL_MASTER | ORIGEM_NOME:Vinicius Nascimento | ORIGEM_DOC:991.491.734-97 | DESTINO_NOME:Carolina Mendes | DESTINO_DOC:346.609.697-28 | VALOR:R$ 1.709,27 | BANCO_ORIGEM:104 | BANCO_DESTINO:104 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Belo Horizonte-MG | DESCRICAO:Reembolso | STATUS:CONCLUIDA
[2026-04-24 13:28:55] ID:TRX00133 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Comercio BETA ME | ORIGEM_DOC:25.282.650/0001-60 | DESTINO_NOME:Marcelo Vieira | DESTINO_DOC:641.230.845-38 | VALOR:R$ 948,48 | BANCO_ORIGEM:077 | BANCO_DESTINO:077 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Brasilia-DF | DESCRICAO:Plano de saude | STATUS:CONCLUIDA
[2026-04-24 13:42:57] ID:TRX00174 | TIPO:DOC | ORIGEM_NOME:Mariana Costa | ORIGEM_DOC:771.193.820-22 | DESTINO_NOME:Servicos GAMA SA | DESTINO_DOC:10.318.588/0001-19 | VALOR:R$ 143,69 | BANCO_ORIGEM:077 | BANCO_DESTINO:260 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Manaus-AM | DESCRICAO:Compra online | STATUS:CONCLUIDA
[2026-04-24 16:27:25] ID:TRX00298 | TIPO:TRANSFERENCIA_INTERNA | ORIGEM_NOME:Joao Silva | ORIGEM_DOC:369.181.532-90 | DESTINO_NOME:Daniel Machado | DESTINO_DOC:345.629.882-88 | VALOR:R$ 420,72 | BANCO_ORIGEM:212 | BANCO_DESTINO:077 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Campinas-SP | DESCRICAO:Farmacia | STATUS:CONCLUIDA
[2026-04-24 16:34:32] ID:TRX00097 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Mariana Costa | ORIGEM_DOC:359.865.116-55 | DESTINO_NOME:Henrique Pires | DESTINO_DOC:907.169.453-40 | VALOR:R$ 1.392,07 | BANCO_ORIGEM:323 | BANCO_DESTINO:336 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Campinas-SP | DESCRICAO:Plano de saude | STATUS:CONCLUIDA
[2026-04-24 17:44:32] ID:TRX00160 | TIPO:DOC | ORIGEM_NOME:Diego Araujo | ORIGEM_DOC:187.218.951-28 | DESTINO_NOME:Tatiane Reis | DESTINO_DOC:456.419.451-68 | VALOR:R$ 872,24 | BANCO_ORIGEM:001 | BANCO_DESTINO:336 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Porto Alegre-RS | DESCRICAO:Compra online | STATUS:CONCLUIDA
[2026-04-25 13:35:30] ID:TRX00147 | TIPO:PIX | ORIGEM_NOME:Mariana Costa | ORIGEM_DOC:760.903.439-82 | DESTINO_NOME:Marcelo Vieira | DESTINO_DOC:978.197.640-15 | VALOR:R$ 1.597,32 | BANCO_ORIGEM:212 | BANCO_DESTINO:104 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Natal-RN | DESCRICAO:Compra online | STATUS:CONCLUIDA
[2026-04-25 15:25:35] ID:TRX00211 | TIPO:SAQUE | ORIGEM_NOME:Carlos Pereira | ORIGEM_DOC:635.900.529-24 | DESTINO_NOME:Lucas Rodrigues | DESTINO_DOC:524.253.251-82 | VALOR:R$ 2.143,71 | BANCO_ORIGEM:341 | BANCO_DESTINO:336 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Cuiaba-MT | DESCRICAO:Pagamento academia | STATUS:CONCLUIDA
[2026-04-25 16:30:49] ID:TRX00282 | TIPO:TRANSFERENCIA_INTERNA | ORIGEM_NOME:Thiago Rocha | ORIGEM_DOC:593.219.364-18 | DESTINO_NOME:Tatiane Reis | DESTINO_DOC:491.748.907-38 | VALOR:R$ 1.897,32 | BANCO_ORIGEM:336 | BANCO_DESTINO:077 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Aracaju-SE | DESCRICAO:Pagamento aluguel | STATUS:CONCLUIDA
[2026-04-25 20:30:06] ID:TRX00061 | TIPO:TRANSFERENCIA_INTERNA | ORIGEM_NOME:Amanda Dias | ORIGEM_DOC:949.774.505-45 | DESTINO_NOME:Bruno Carvalho | DESTINO_DOC:108.679.985-97 | VALOR:R$ 962,69 | BANCO_ORIGEM:290 | BANCO_DESTINO:380 | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO:Porto Alegre-RS | DESCRICAO:Pagamento aluguel | STATUS:CONCLUIDA
[2026-04-25 22:13:43] ID:TRX00356 | TIPO:TED | ORIGEM_NOME:Henrique Pires | ORIGEM_DOC:795.411.545-54 | DESTINO_NOME:Vinicius Nascimento | DESTINO_DOC:191.696.108-88 | VALOR:R$ 31.951,61 | BANCO_ORIGEM:341 | BANCO_DESTINO:323 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Porto Alegre-RS | DESCRICAO:Transferencia urgente | STATUS:CONCLUIDA
[2026-04-26 05:43:45] ID:TRX00497 | TIPO:TED | ORIGEM_NOME:Tatiane Reis | ORIGEM_DOC:639.744.762-77 | DESTINO_NOME:Loja EPSILON ME | DESTINO_DOC:20.397.579/0001-65 | VALOR:R$ 11.341,95 | BANCO_ORIGEM:033 | BANCO_DESTINO:336 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Porto Alegre-RS | DESCRICAO:Transferencia | STATUS:CONCLUIDA
[2026-04-26 10:18:04] ID:TRX00413 | TIPO:TED | ORIGEM_NOME:Mariana Costa | ORIGEM_DOC: | DESTINO_NOME:Lucas Rodrigues | DESTINO_DOC:254.995.309-76 | VALOR:R$ 2.513,25 | BANCO_ORIGEM:077 | BANCO_DESTINO: | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO: | DESCRICAO:Compra online | STATUS:CONCLUIDA
[2026-04-26 11:23:04] ID:TRX00440 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Servicos GAMA SA | ORIGEM_DOC:96.187.222/0001-28 | DESTINO_NOME:COMERCIO EXPRESS | DESTINO_DOC:53.305.709/0001-61 | VALOR:R$ 3.416,95 | BANCO_ORIGEM:033 | BANCO_DESTINO:237 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Campinas-SP | DESCRICAO:Compra no estabelecimento | STATUS:CONCLUIDA
[2026-04-26 11:31:53] ID:TRX00441 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Servicos GAMA SA | ORIGEM_DOC:96.187.222/0001-28 | DESTINO_NOME:COMERCIO PRIME | DESTINO_DOC:45.883.830/0001-84 | VALOR:R$ 2.579,42 | BANCO_ORIGEM:380 | BANCO_DESTINO:260 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Aracaju-SE | DESCRICAO:Compra no estabelecimento | STATUS:CONCLUIDA
[2026-04-26 11:56:28] ID:TRX00293 | TIPO:SAQUE | ORIGEM_NOME:Ricardo Nunes | ORIGEM_DOC:974.123.228-40 | DESTINO_NOME:Servicos GAMA SA | DESTINO_DOC:94.357.861/0001-99 | VALOR:R$ 1.873,52 | BANCO_ORIGEM:341 | BANCO_DESTINO:336 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Curitiba-PR | DESCRICAO:Restaurante | STATUS:CONCLUIDA
[2026-04-26 12:14:08] ID:TRX00007 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Bianca Cavalcanti | ORIGEM_DOC:710.165.494-58 | DESTINO_NOME:Ricardo Nunes | DESTINO_DOC:710.579.641-42 | VALOR:R$ 1.241,39 | BANCO_ORIGEM:001 | BANCO_DESTINO:033 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Curitiba-PR | DESCRICAO:Compra online | STATUS:CONCLUIDA
[2026-04-26 16:58:13] ID:TRX00316 | TIPO:TED | ORIGEM_NOME:Mariana Costa | ORIGEM_DOC:709.757.407-14 | DESTINO_NOME:Sabrina Andrade | DESTINO_DOC:848.927.690-58 | VALOR:R$ 1.813,10 | BANCO_ORIGEM:336 | BANCO_DESTINO:104 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Aracaju-SE | DESCRICAO:Pagamento fornecedor | STATUS:CONCLUIDA
[2026-04-26 17:41:23] ID:TRX00011 | TIPO:CARTAO_CREDITO_FISICO_MASTER | ORIGEM_NOME:Bruno Carvalho | ORIGEM_DOC:446.121.702-80 | DESTINO_NOME:Rodrigo Teixeira | DESTINO_DOC:335.702.325-10 | VALOR:R$ 2.250,54 | BANCO_ORIGEM:336 | BANCO_DESTINO:033 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Manaus-AM | DESCRICAO:Salario | STATUS:CONCLUIDA
[2026-04-26 19:15:00] ID:TRX00304 | TIPO:PIX | ORIGEM_NOME:Sabrina Andrade | ORIGEM_DOC:480.889.191-41 | DESTINO_NOME:Juliana Almeida | DESTINO_DOC:261.611.193-97 | VALOR:R$ 1.458,98 | BANCO_ORIGEM:212 | BANCO_DESTINO:336 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Cuiaba-MT | DESCRICAO:Compra supermercado | STATUS:CONCLUIDA
[2026-04-26 20:14:39] ID:TRX00453 | TIPO:PIX | ORIGEM_NOME:Amanda Dias | ORIGEM_DOC:194.834.964-84 | DESTINO_NOME:Sabrina Andrade | DESTINO_DOC:197.706.444-44 | VALOR:R$ 100.000,00 | BANCO_ORIGEM:033 | BANCO_DESTINO:380 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Teresina-PI | DESCRICAO:Investimento | STATUS:CONCLUIDA
[2026-04-26 20:19:47] ID:TRX00082 | TIPO:SAQUE | ORIGEM_NOME:Priscila Monteiro | ORIGEM_DOC:622.298.894-54 | DESTINO_NOME:Mariana Costa | DESTINO_DOC:459.844.938-92 | VALOR:R$ 565,61 | BANCO_ORIGEM:104 | BANCO_DESTINO:033 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Salvador-BA | DESCRICAO:Pagamento freelancer | STATUS:CONCLUIDA
[2026-04-27 02:28:30] ID:TRX00480 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Comercio BETA ME | ORIGEM_DOC:26.967.708/0001-97 | DESTINO_NOME:MARKETPLACE OFFSHORE | DESTINO_DOC:85.946.435/0001-46 | VALOR:R$ 3.627,61 | BANCO_ORIGEM:237 | BANCO_DESTINO:033 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Sao Luis-MA | DESCRICAO:Compra online | STATUS:CONCLUIDA
[2026-04-27 11:06:32] ID:TRX00428 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Priscila Monteiro | ORIGEM_DOC:388.481.897-72 | DESTINO_NOME:COMERCIO CENTRAL | DESTINO_DOC:81.728.806/0001-77 | VALOR:R$ 2.935,77 | BANCO_ORIGEM:341 | BANCO_DESTINO:212 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Goiania-GO | DESCRICAO:Compra no estabelecimento | STATUS:CONCLUIDA
[2026-04-27 11:14:35] ID:TRX00429 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Priscila Monteiro | ORIGEM_DOC:388.481.897-72 | DESTINO_NOME:COMERCIO ESTRELA | DESTINO_DOC:19.219.938/0001-26 | VALOR:R$ 1.548,11 | BANCO_ORIGEM:001 | BANCO_DESTINO:336 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Curitiba-PR | DESCRICAO:Compra no estabelecimento | STATUS:CONCLUIDA
[2026-04-27 11:28:39] ID:TRX00091 | TIPO:PAGAMENTO_BOLETO | ORIGEM_NOME:Andre Lopes | ORIGEM_DOC:928.903.580-34 | DESTINO_NOME:Pedro Santos | DESTINO_DOC:476.794.684-66 | VALOR:R$ 1.884,69 | BANCO_ORIGEM:336 | BANCO_DESTINO:237 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Manaus-AM | DESCRICAO:Pagamento conta agua | STATUS:CONCLUIDA
